41.399998,0.9,-10.1249995,-32.4,43.24999944,5,14,1
53.1,12.599999,-13.50000033,-31.500001,43.99999972,4,11,1
44.1,4.5,-9.9,-31.500001,21.24999944,5,18,1
112.5,48.59999847,-15.97500038,-31.5,95.99999851,5,19,1
83.69999695,0,-13.94999949,-29.70000077,89.99999735,7,10,1
36,0.9,-8.775,-28.8000002,20.24999994,5,15,1
28.79999924,0,-28.79999924,-28.79999924,7.999999789,2,12,1
46.79999924,8.099999428,-12.89999994,-28.79999924,23.49999958,4,18,1
28.7404,0,-3.2473,-28.7404,71.66656111,10,13,1
27,0.899999976,-26.10000002,-26.10000002,7.749999993,2,16,1
91.79999542,65.69999695,-26.09999847,-26.09999847,43.74999788,2,20,1
24.3,0,-24.3,-24.3,6.75,2,10,1
35.09999847,0,-17.54999924,-24.29999923,12.74999936,3,19,1
57.6,27.9,-14.85,-24.299997,38.24999917,3,16,1
24.29999924,0.899999976,-23.39999926,-23.39999926,6.999999782,2,14,1
54.89999771,0,-13.72499943,-23.39999771,32.7499991,5,13,1
33.29999924,0,-8.32499981,-22.5,30.24999937,5,17,1
60.3,38.7,-21.6,-21.6,27.5,2,15,1
22.5,2.6999998,-19.8000002,-19.8000002,6.999999944,2,15,1
28.8,3.5,-4.32,-19,22.47222167,4,17,1
18.89999962,0,-18.89999962,-18.89999962,5.249999894,2,12,1
22.5,0,-11.25,-18,7.5,3,11,1
24.29999924,6.299999714,-17.99999953,-17.99999953,8.499999709,2,14,1
21.599998,0,-7.199999333,-17.999998,7.499999444,4,15,1
27.89999962,0,-6.974999905,-15.30000019,13.49999968,5,17,1
58.8,25.2,-15.3,-15.3,67.24999917,6,13,1
58.5,0,-4.5,-15.3,150.9999971,14,16,1
48.5,0,-8.1,-15.200002,37.99999944,7,3,1
55.599997,0,-9.4499995,-15.199999,43.74999833,7,4,1
21.599998,3.5,-4.4999995,-15.4,10.47222139,5,5,1
53.1,0.7,-3.407142885,-15.4,100.3333307,15,3,1
27.89999952,0,-5.974999905,-15.30000019,13.49999958,5,3,1
58.5,0,-4.5,-15.3,150.9999971,14,4,1
32.399998,0,-4.528571143,-15.2999994,39.999999,8,5,1
38.70000075,0,-4.837500095,-15.29999875,45.74999955,9,3,1
45,0.7,-3.435353535,-14.5,51.55555528,12,3,1
55.599997,10.799999,-7.549999557,-14.400002,55.99999833,7,4,1
45.8,0,-5.85,-14.400002,43.49999903,9,5,1
55.599997,0,-9.4499995,-14.4,55.49999917,7,3,1
37.8,0,-5.3,-14.4,29.25,7,3,1
54,22.5,-3.9375,-9.900002,89.24999917,9,15,0
68.4,0,-4.885714286,-9.9,168.7499961,15,15,0
65.7,0,-3.864705882,-9.9,173.9999969,18,14,0
26.09999847,0,-3.72857121,-9.89999961,20.49999883,8,16,0
56.699997,17.1,-2.413636227,-9.000001,241.9999943,23,19,0
76.5,0,-5.884615385,-9,153.7499997,14,15,0
59.399998,27,-4.628571143,-9,97.49999833,8,20,0
10.79999924,0,-3.599999747,-9,8.249999683,4,12,0
14.39999962,0,-4.799999873,-8.999999288,7.49999967,4,18,0
66.59999847,0,-6.054545315,-8.99999619,100.2499974,12,11,0
35.1,16.199999,-3.7800002,-8.100001,42.24999944,6,16,0
47.69999695,14.39999962,-3.027272485,-8.10000038,112.9999971,12,13,0
36.899998,22.5,-4.799999333,-8.1,31.74999944,4,10,0
52.2,0,-4.35,-8.1,102,13,19,0
46.8,16.2,-3.06,-8.1,101.75,11,15,0
9,0,-4.5,-8.099999428,4.749999841,3,17,0
25.199999,0.9,-4.8599998,-8.099999,20.24999944,6,17,0
74.7,50.399998,-4.050000333,-7.200002,126.9999994,7,17,0
43.199997,16.199999,-4.499999667,-7.200001,59.24999833,7,13,0
54.89999771,41.39999771,-2.7,-7.20000076,83.49999746,6,18,0
9.9,0,-4.95,-7.2000002,3.499999944,3,16,0
22.5,0,-4.5,-7.2,18.25,6,13,0
37.8,2.6999998,-3.51000002,-7.2,68.49999939,11,11,0
64.799995,34.2,-3.399999444,-7.2,140.2499972,10,14,0
53.1,0,-2.95,-7.199999,129.7499978,19,12,0
24.29999924,14.39999962,-4.94999981,-7.19999886,15.49999979,3,14,0
66.6,44.1,-4.5,-6.300003,92.49999778,6,10,0
50.399998,3.6,-3.899999833,-6.300001,92.24999714,13,14,0
42.3,0,-2.82,-6.300001,82.24999869,16,16,0
49.5,0,-3.3,-6.300000191,121.4999967,16,16,0
23.4,1.8,-3.6,-6.3,21.25,7,14,0
53.1,0,-3.31875,-6.3,143.4999981,17,14,0
